gold_3_games_avg,total_3_games_avg,gold_std,total_std,gold_growth_noc_rate,metal_growth_noc_rate,gold_growth_game_rate,metal_growth_game_rate,gold_num,metal_num,best_rank_last_3,rank_trend,participation_times,best_gold,best_total,athletes_count,veteran_ratio,star_athlete_num,athletes_growth_rate,medals_per_athlete,gold_per_athlete,unique_sports_last,unique_events_last,event_growth,sport_growth,hhi_sport,dominant_sport,gold_event_rate,metal_event_rate,gold_event_avg,metal_event_avg,consistent_sports,years_since_last_medal,is_host_history,NOC_Code,Year,ishost,ishost_hostrate_gold,ishost_hostrate_metal
0.0,3.0,0.0,1.7320508075688772,0.0,3.0,inf,0.7270833333333333,0,4,65,70.66666666666667,9,2,5,51,0.35294117647058826,2,0.31032548592692405,0.19060773480662985,0.016574585635359115,14,42,0.6567552447700714,0.3081610056610057,0.2879647132955262,1,0.0,0.09523809523809523,0.02912621359223301,0.33495145631067963,8,4,0,LTU,2028,0,0,0
0.3333333333333333,5.0,0.5773502691896258,2.6457513110645907,-1.0,-0.14285714285714285,inf,0.24686716791979946,0,6,48,62.0,20,1,7,112,0.3392857142857143,12,0.4207492284978894,0.22979552093476144,0.12852969814995133,16,63,0.2887318716770346,0.1785612165612165,0.7723355357655846,1,0.0,0.09523809523809523,0.4536082474226804,0.8109965635738832,5,4,0,IND,2028,0,0,0
0.0,2.0,0.0,1.7320508075688772,0.0,3.0,,0.625,0,4,72,80.0,5,0,4,26,0.5769230769230769,0,-0.04162907087327231,0.09154929577464789,0.0,10,27,-0.04284392009096673,0.01524943310657594,0.14792899408284027,0,0.0,0.14814814814814814,0.0,0.1111111111111111,4,4,0,MDA,2028,0,0,0
1.0,1.6666666666666667,1.0,0.5773502691896257,-1.0,0.0,0.0,0.5,0,2,42,56.333333333333336,3,2,2,9,0.5555555555555556,0,0.09659090909090912,0.25,0.15,4,9,0.09659090909090912,-0.06666666666666671,1.0,1,0.0,0.2222222222222222,0.13043478260869565,0.21739130434782608,1,4,0,KOS,2028,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0,1,70,72.0,2,0,1,15,0.5333333333333333,0,0.04317592686576643,0.01652892561983471,0.0,9,23,0.09428729477983629,0.17175324675324674,1.0,1,0.0,0.043478260869565216,0.0,0.017857142857142856,2,4,0,CYP,2028,0,0,0
0.6666666666666666,1.3333333333333333,0.5773502691896258,0.5773502691896257,-1.0,-0.5,-0.5,0.25,0,1,54,62.333333333333336,3,1,2,36,0.2777777777777778,0,0.7128129736991871,0.29775280898876405,0.14606741573033707,7,11,0.39491268289655385,0.26999999999999996,1.0,1,0.0,0.09090909090909091,0.2988505747126437,0.6091954022988506,6,4,0,FIJ,2028,0,0,0
0.3333333333333333,1.3333333333333333,0.5773502691896258,0.5773502691896257,0.0,-0.5,-1.0,0.25,0,1,54,67.33333333333333,3,1,2,12,0.25,0,0.2606032856032856,0.04878048780487805,0.012195121951219513,6,13,0.3360750360750361,0.30757575757575756,0.625,1,0.0,0.07692307692307693,0.0136986301369863,0.0547945205479452,5,4,0,JOR,2028,0,0,0
0.0,2.3333333333333335,0.0,1.5275252316519465,0.0,-0.75,inf,0.4083333333333334,0,1,67,70.66666666666667,13,2,5,32,0.375,0,0.11363637424648136,0.0981012658227848,0.006329113924050633,9,37,0.060537825053111616,0.09178004535147395,0.3090530697190426,0,0.0,0.02702702702702703,0.012658227848101266,0.1962025316455696,4,4,0,MGL,2028,0,0,0
0.3333333333333333,1.3333333333333333,0.5773502691896258,0.5773502691896257,-1.0,0.0,inf,-0.25,0,1,32,53.0,3,1,2,8,0.375,0,0.3474537037037037,0.04,0.01,6,13,0.29262882179548844,0.2220899470899471,0.625,1,0.0,0.07692307692307693,0.011764705882352941,0.047058823529411764,3,4,0,PAN,2028,0,0,0
0.3333333333333333,1.6666666666666667,0.5773502691896258,1.1547005383792517,-1.0,2.0,inf,0.5,0,3,54,70.66666666666667,4,1,3,14,0.2857142857142857,0,0.24991496598639457,0.11475409836065574,0.01639344262295082,6,14,0.2562641723356009,0.2066326530612245,0.30612244897959184,0,0.0,0.21428571428571427,0.017857142857142856,0.125,3,4,0,TJK,2028,0,0,0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,80,80.0,1,0,2,8,0.125,0,0.12962161295494626,0.037037037037037035,0.0,4,9,0.26150793650793647,0.19814814814814813,1.0,1,0.0,0.2222222222222222,0.0,0.0392156862745098,2,4,0,ALB,2028,0,0,0
0.0,1.3333333333333333,0.0,0.5773502691896257,0.0,1.0,-1.0,0.3333333333333333,0,2,69,78.33333333333333,4,1,2,6,0.5,1,0.06222222222222222,0.09803921568627451,0.0196078431372549,2,6,0.10476190476190479,0.06666666666666667,1.0,1,0.0,0.3333333333333333,0.02857142857142857,0.14285714285714285,0,4,0,GRN,2028,0,0,0
0.0,3.0,0.0,1.7320508075688772,0.0,0.0,,0.39999999999999997,0,2,60,71.33333333333333,7,0,5,26,0.38461538461538464,1,0.06159649469740832,0.06451612903225806,0.0,11,23,0.05311369441980833,0.04529220779220781,0.6198347107438017,1,0.0,0.08695652173913043,0.0,0.12716763005780346,4,4,0,MAS,2028,0,0,0
0.6666666666666666,1.3333333333333333,0.5773502691896258,0.5773502691896257,-1.0,1.0,inf,0.25,0,2,54,65.66666666666667,9,1,2,51,0.23529411764705882,0,1.042737273249277,0.019704433497536946,0.003284072249589491,13,30,0.8958505038378182,0.7556005398110662,0.3472222222222222,0,0.0,0.06666666666666667,0.008733624454148471,0.05240174672489083,7,4,0,PUR,2028,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,84,84.0,1,0,1,7,0.14285714285714285,0,0.19523809523809524,0.041666666666666664,0.0,5,7,0.19523809523809524,0.41666666666666663,1.0,1,0.0,0.14285714285714285,0.0,0.045454545454545456,2,4,0,CPV,2028,0,0,0
0.3333333333333333,1.3333333333333333,0.5773502691896258,0.5773502691896257,0.0,0.0,inf,0.16666666666666666,0,1,51,73.66666666666667,4,1,2,13,0.38461538461538464,0,0.3274966520934264,0.030864197530864196,0.006172839506172839,4,11,0.07116573902288187,0.21904761904761907,0.6800000000000002,1,0.0,0.09090909090909091,0.014084507042253521,0.07042253521126761,4,4,0,CIV,2028,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0,1,36,56.333333333333336,5,1,1,26,0.5384615384615384,0,1.1092100284347863,0.04040404040404041,0.0025252525252525255,10,21,1.1427227448513422,0.5418726076289101,0.6015625,1,0.0,0.047619047619047616,0.005376344086021506,0.08602150537634409,7,4,0,PER,2028,0,0,0
0.6666666666666666,1.6666666666666667,1.1547005383792517,1.1547005383792517,-1.0,-0.6666666666666666,inf,0.36666666666666664,0,1,41,64.66666666666667,6,2,3,13,0.46153846153846156,0,0.22058568021803318,0.062111801242236024,0.012422360248447204,5,10,0.054279054279054294,0.17976190476190473,0.3400000000000001,0,0.0,0.1,0.02631578947368421,0.13157894736842105,3,4,0,QAT,2028,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,84,84.0,1,0,1,10,0.0,0,0.0,0.0,0.0,3,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4,0,ROT,2028,0,0,0
0.3333333333333333,1.3333333333333333,0.5773502691896258,0.5773502691896257,-1.0,0.0,inf,0.125,0,1,54,71.66666666666667,5,1,2,23,0.34782608695652173,1,0.8271791976139802,0.049019607843137254,0.004901960784313725,11,24,0.6007682227800845,0.28874883286647995,0.5199999999999999,1,0.0,0.041666666666666664,0.007751937984496124,0.07751937984496124,4,4,0,SGP,2028,0,0,0
1.0,3.0,1.0,1.7320508075688772,-1.0,-0.75,inf,-0.03095238095238097,0,1,37,57.0,8,3,6,28,0.5,4,-0.0855913517801126,0.16181229773462782,0.045307443365695796,13,31,-0.10495508534775828,-0.0014687693259121909,0.43520000000000003,1,0.0,0.03225806451612903,0.07142857142857142,0.25510204081632654,6,4,0,SVK,2028,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0,1,43,62.666666666666664,3,0,1,31,0.41935483870967744,0,0.3742818121204821,0.015544041450777202,0.0,5,8,0.07951695130266559,0.06428571428571428,0.5555555555555556,1,0.0,0.125,0.0,0.046153846153846156,2,4,0,ZAM,2028,0,0,0
