,NOC,Year,duration,event,veteran_ratio,HHI,total_appearances,total_athletes,unique_events,unique_sports,athletes_per_games,events_per_games,female_ratio,athlete_growth,athlete_growth_last,events_per_athlete
251,TAN,1972,2,0,0.26666666666666666,0.09504132231404959,3,19,18,2,6.333333333333333,6.0,0.0,2.75,2.75,1.4736842105263157
252,TAN,1976,3,0,0.0,0.0,3,19,18,2,6.333333333333333,6.0,0.0,2.75,2.75,1.4736842105263157
253,TAN,1980,4,1,0.024390243902439025,0.1362847222222223,4,59,28,3,14.75,7.0,0.10126582278481013,9.25,1.7333333333333334,1.271186440677966
254,JOR,1980,0,0,0.0,0.3333333333333333,1,4,3,1,4.0,3.0,0.0,0.0,0.0,1.5
255,JOR,1984,1,0,0.07692307692307693,0.09333333333333334,2,16,14,3,8.0,7.0,0.047619047619047616,2.25,2.25,1.3125
256,JOR,1988,2,0,0.0,0.1111111111111111,3,23,23,7,7.666666666666667,7.666666666666667,0.1,0.75,-0.46153846153846156,1.3043478260869565
257,JOR,1992,3,0,0.0,0.20000000000000004,4,27,24,7,6.75,6.0,0.11428571428571428,0.0,-0.42857142857142855,1.2962962962962963
258,JOR,1996,4,0,0.2,0.20000000000000004,5,31,28,8,6.2,5.6,0.15,0.25,0.25,1.2580645161290323
264,TUN,1960,0,0,0.0,0.08992346938775507,1,42,22,7,42.0,22.0,0.0,0.0,0.0,1.3333333333333333
265,TUN,1964,1,1,0.1111111111111111,0.125,2,50,27,8,25.0,13.5,0.0,-0.7857142857142857,-0.7857142857142857,1.36
266,LBA,1968,0,0,0.0,1.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
267,LBA,1972,1,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
268,LBA,1976,2,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
269,LBA,1980,3,0,0.0,0.10249307479224372,2,30,21,5,15.0,10.5,0.1282051282051282,28.0,28.0,1.3
270,LBA,1984,4,0,0.0,0.0,2,30,21,5,15.0,10.5,0.1282051282051282,28.0,28.0,1.3
271,LBA,1988,5,0,0.0,0.22448979591836732,3,36,23,5,12.0,7.666666666666667,0.10869565217391304,5.0,-0.7931034482758621,1.2777777777777777
272,LBA,1992,6,0,0.0,0.20000000000000004,4,41,27,7,10.25,6.75,0.09803921568627451,4.0,-0.16666666666666666,1.2439024390243902
273,LBA,1996,7,0,0.0,0.20000000000000004,5,46,28,7,9.2,5.6,0.08928571428571429,4.0,0.0,1.2173913043478262
281,BEL,1900,0,1,0.0,0.05820000000000002,1,64,31,10,64.0,31.0,0.0,0.0,0.0,1.53125
282,DJI,1984,0,0,0.0,1.0,1,3,1,1,3.0,1.0,0.0,0.0,0.0,1.0
283,DJI,1988,1,1,0.16666666666666666,0.22222222222222227,2,8,5,2,4.0,2.5,0.0,1.0,1.0,1.0
284,PLE,1996,0,0,0.0,1.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
292,COM,1996,0,0,0.0,0.25,1,4,4,1,4.0,4.0,0.25,0.0,0.0,1.0
300,KAZ,1996,0,1,0.0,0.01289426701051379,1,96,99,14,96.0,99.0,0.2535211267605634,0.0,0.0,1.4791666666666667
301,BRU,1996,0,0,0.0,1.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
309,IND,1900,0,1,0.0,0.20000000000000004,1,1,5,1,1.0,5.0,0.0,0.0,0.0,5.0
310,KSA,1972,0,0,0.0,0.1326530612244898,1,10,11,1,10.0,11.0,0.0,0.0,0.0,1.4
311,KSA,1976,1,0,0.07142857142857142,0.11911357340720222,2,23,16,1,11.5,8.0,0.0,0.4,0.4,1.434782608695652
312,KSA,1980,2,0,0.0,0.0,2,23,16,1,11.5,8.0,0.0,0.4,0.4,1.434782608695652
313,KSA,1984,3,0,0.0,0.1757369614512472,3,60,27,6,20.0,9.0,0.0,2.7,1.6428571428571428,1.25
314,KSA,1988,4,0,0.1111111111111111,0.08875739644970415,4,68,30,6,17.0,7.5,0.0,-0.1,-0.7567567567567568,1.2941176470588236
315,KSA,1992,5,0,0.1111111111111111,0.10034602076124567,5,76,38,8,15.2,7.6,0.0,-0.1,0.0,1.368421052631579
316,KSA,1996,6,0,0.13793103448275862,0.23183391003460213,6,101,42,10,16.833333333333332,7.0,0.0,1.9,2.2222222222222223,1.3564356435643565
318,SYR,1948,0,0,0.0,1.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
319,SYR,1952,1,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
320,SYR,1956,2,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
321,SYR,1960,3,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
322,SYR,1964,4,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
323,SYR,1968,5,0,0.0,0.5,2,3,3,2,1.5,1.5,0.0,1.0,1.0,1.0
324,SYR,1972,6,0,0.0,0.28,3,8,7,4,2.6666666666666665,2.3333333333333335,0.125,4.0,1.5,1.0
325,SYR,1976,7,0,0.0,0.0,3,8,7,4,2.6666666666666665,2.3333333333333335,0.125,4.0,1.5,1.0
326,SYR,1980,8,0,0.0,0.0565364015076374,4,75,56,8,18.75,14.0,0.05063291139240506,66.0,12.4,1.0533333333333332
327,SYR,1984,9,1,0.4444444444444444,0.1111111111111111,5,80,58,8,16.0,11.6,0.045454545454545456,8.0,-0.8656716417910447,1.075
328,MDV,1988,0,0,0.0,0.2839506172839506,1,7,5,1,7.0,5.0,0.0,0.0,0.0,1.2857142857142858
329,MDV,1992,1,0,0.2857142857142857,0.14,2,12,9,2,6.0,4.5,0.05263157894736842,0.0,0.0,1.5
330,MDV,1996,2,0,0.5,0.25925925925925924,3,15,12,2,5.0,4.0,0.07142857142857142,-0.14285714285714285,-0.14285714285714285,1.7333333333333334
338,ETH,1956,0,0,0.0,0.11111111111111112,1,12,10,2,12.0,10.0,0.0,0.0,0.0,2.5
339,ETH,1960,1,1,0.3,0.18222222222222223,2,19,13,2,9.5,6.5,0.0,-0.16666666666666666,-0.16666666666666666,2.263157894736842
340,UAE,1984,0,0,0.0,0.19008264462809918,1,7,8,1,7.0,8.0,0.0,0.0,0.0,1.5714285714285714
341,UAE,1988,1,0,0.08333333333333333,0.08024691358024692,2,18,23,3,9.0,11.5,0.0,0.7142857142857143,0.7142857142857143,2.611111111111111
342,UAE,1992,2,0,0.38461538461538464,0.07407407407407408,3,26,25,3,8.666666666666666,8.333333333333334,0.0,0.8571428571428571,0.08333333333333333,2.576923076923077
343,UAE,1996,3,0,0.0,0.25,4,30,27,4,7.5,6.75,0.0,-0.42857142857142855,-0.6923076923076923,2.3666666666666667
346,YAR,1984,0,0,0.0,0.3333333333333333,1,2,3,1,2.0,3.0,0.0,0.0,0.0,1.5
347,YAR,1988,1,0,0.0,0.125,2,10,8,3,5.0,4.0,0.0,3.0,3.0,1.1
348,YAR,1992,2,0,0.0,0.0,2,10,8,3,5.0,4.0,0.0,3.0,3.0,1.1
349,YAR,1996,3,0,0.0,0.0,2,10,8,3,5.0,4.0,0.0,3.0,3.0,1.1
357,INA,1952,0,0,0.0,0.3333333333333333,1,3,3,3,3.0,3.0,0.0,0.0,0.0,1.0
358,INA,1956,1,0,0.0,0.3159722222222221,2,25,13,6,12.5,6.5,0.07407407407407407,6.333333333333333,6.333333333333333,1.08
359,INA,1960,2,0,0.045454545454545456,0.08367626886145403,3,46,24,9,15.333333333333334,8.0,0.07407407407407407,6.333333333333333,0.0,1.1521739130434783
360,INA,1964,3,0,0.0,0.0,3,46,24,9,15.333333333333334,8.0,0.07407407407407407,6.333333333333333,0.0,1.1521739130434783
361,INA,1968,4,0,0.0,0.22222222222222227,4,52,26,9,13.0,6.5,0.06666666666666667,1.0,-0.7272727272727273,1.1346153846153846
362,INA,1972,5,0,0.16666666666666666,0.14285714285714285,5,57,32,11,11.4,6.4,0.11940298507462686,1.0,0.0,1.1578947368421053
363,INA,1976,6,0,0.14285714285714285,0.09090909090909091,6,63,36,11,10.5,6.0,0.14102564102564102,1.3333333333333333,0.16666666666666666,1.1904761904761905
364,INA,1980,7,0,0.0,0.0,6,63,36,11,10.5,6.0,0.14102564102564102,1.3333333333333333,0.16666666666666666,1.1904761904761905
365,INA,1984,8,0,0.0625,0.08128544423440454,7,78,43,11,11.142857142857142,6.142857142857143,0.1485148514851485,4.333333333333333,1.2857142857142858,1.2435897435897436
366,INA,1988,9,1,0.034482758620689655,0.04056246619794483,8,106,59,14,13.25,7.375,0.1736111111111111,8.666666666666666,0.8125,1.3113207547169812
367,PHI,1924,0,0,0.0,0.5,1,1,2,1,1.0,2.0,0.0,0.0,0.0,2.0
368,PHI,1928,1,1,0.0,0.16666666666666669,2,5,6,2,2.5,3.0,0.0,3.0,3.0,1.6
369,SGP,1948,0,0,0.0,1.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
370,SGP,1952,1,0,0.0,0.14285714285714285,2,6,8,3,3.0,4.0,0.25,4.0,4.0,1.3333333333333333
371,SGP,1956,2,0,0.0,0.19230769230769224,3,54,18,7,18.0,6.0,0.08333333333333333,47.0,8.6,1.1111111111111112
372,SGP,1960,3,1,0.4,0.44000000000000006,4,57,19,8,14.25,4.75,0.07692307692307693,4.0,-0.8958333333333334,1.105263157894737
373,UZB,1996,0,1,0.0,0.018725761772853174,1,71,70,12,71.0,70.0,0.21052631578947367,0.0,0.0,1.3380281690140845
374,KGZ,1996,0,0,0.0,0.03737985048059809,1,33,39,9,33.0,39.0,0.18867924528301888,0.0,0.0,1.606060606060606
376,TJK,1996,0,0,0.0,0.125,1,8,8,5,8.0,8.0,0.25,0.0,0.0,1.0
380,EUN,1992,0,1,0.0,0.007460355029585797,1,474,234,27,474.0,234.0,0.3769230769230769,0.0,0.0,1.371308016877637
381,JPN,1912,0,0,0.0,0.25,1,2,4,1,2.0,4.0,0.0,0.0,0.0,2.0
382,JPN,1920,2,1,0.06666666666666667,0.07988165680473369,2,16,16,4,8.0,8.0,0.0,6.5,6.5,1.8125
383,CGO,1964,0,0,0.0,0.5,1,2,2,1,2.0,2.0,0.0,0.0,0.0,1.0
384,CGO,1968,1,0,0.0,0.0,1,2,2,1,2.0,2.0,0.0,0.0,0.0,1.0
385,CGO,1972,2,0,0.0,0.3125,2,8,6,1,4.0,3.0,0.0,2.0,2.0,1.25
386,CGO,1976,3,0,0.0,0.0,2,8,6,1,4.0,3.0,0.0,2.0,2.0,1.25
387,CGO,1980,4,0,0.13043478260869565,0.3536000000000001,3,28,12,3,9.333333333333334,4.0,0.4,10.5,2.8333333333333335,1.1428571428571428
388,CGO,1984,5,0,0.3333333333333333,0.14792899408284027,4,34,18,4,8.5,4.5,0.3333333333333333,3.5,-0.6086956521739131,1.2647058823529411
389,CGO,1988,6,0,0.2857142857142857,0.22000000000000008,5,39,19,4,7.8,3.8,0.3275862068965517,2.5,-0.2222222222222222,1.2820512820512822
390,CGO,1992,7,0,0.14285714285714285,0.22000000000000008,6,45,21,5,7.5,3.5,0.29411764705882354,2.5,0.0,1.3111111111111111
391,CGO,1996,8,0,0.0,0.20000000000000004,7,50,23,5,7.142857142857143,3.2857142857142856,0.3013698630136986,1.5,-0.2857142857142857,1.28
399,SUI,1896,0,1,0.0,0.21875,1,3,5,2,3.0,5.0,0.0,0.0,0.0,2.6666666666666665
400,BRA,1900,0,0,0.0,0.3333333333333333,1,1,3,1,1.0,3.0,0.0,0.0,0.0,3.0
401,BRA,1904,1,0,0.0,0.0,1,1,3,1,1.0,3.0,0.0,0.0,0.0,3.0
402,BRA,1906,1,0,0.0,0.0,1,1,3,1,1.0,3.0,0.0,0.0,0.0,3.0
403,BRA,1908,2,0,0.0,0.0,1,1,3,1,1.0,3.0,0.0,0.0,0.0,3.0
404,BRA,1912,3,0,0.0,0.0,1,1,3,1,1.0,3.0,0.0,0.0,0.0,3.0
405,BRA,1920,5,1,0.0,0.13573407202216065,2,20,13,6,10.0,6.5,0.0,18.0,18.0,2.05
406,GDR,1968,0,1,0.0,0.01349861338501119,1,225,124,18,225.0,124.0,0.2398843930635838,0.0,0.0,1.5377777777777777
407,MON,1920,0,0,0.0,0.18367346938775508,1,4,6,2,4.0,6.0,0.0,0.0,0.0,1.75
408,MON,1924,1,0,0.14285714285714285,0.25925925925925924,2,10,10,5,5.0,5.0,0.0,0.75,0.75,1.6
409,MON,1928,2,0,0.2,0.22222222222222227,3,18,15,6,6.0,5.0,0.0,1.5,0.42857142857142855,1.3888888888888888
410,MON,1932,3,0,1.0,1.0,4,18,16,6,4.5,4.0,0.0,-0.75,-0.9,1.4444444444444444
411,MON,1936,4,0,0.75,0.23966942148760328,5,20,18,6,4.0,3.6,0.0,1.0,7.0,1.7
412,MON,1948,7,0,1.0,0.625,6,20,18,6,3.3333333333333335,3.0,0.0,0.0,-0.5,1.7
413,MON,1952,8,0,0.375,0.18000000000000005,7,25,21,6,3.5714285714285716,3.0,0.0,1.0,1.0,1.6
414,MON,1956,9,0,0.0,0.0,7,25,21,6,3.5714285714285716,3.0,0.0,1.0,1.0,1.6
415,MON,1960,10,0,0.2727272727272727,0.17159763313609472,8,33,24,7,4.125,3.0,0.0,1.75,0.375,1.5151515151515151
416,MON,1964,11,0,0.0,1.0,9,34,25,8,3.7777777777777777,2.7777777777777777,0.0,-0.75,-0.9090909090909091,1.5
417,MON,1968,12,0,0.5,1.0,10,35,26,8,3.5,2.6,0.0,-0.5,1.0,1.5142857142857142
418,MON,1972,13,0,0.4,0.28,11,38,28,8,3.4545454545454546,2.5454545454545454,0.0,0.25,1.5,1.5
419,MON,1976,14,0,0.625,0.20000000000000004,12,41,31,9,3.4166666666666665,2.5833333333333335,0.0,1.0,0.6,1.5365853658536586
420,MON,1980,15,0,0.0,0.0,12,41,31,9,3.4166666666666665,2.5833333333333335,0.0,1.0,0.6,1.5365853658536586
421,MON,1984,16,0,0.125,0.15625,13,48,35,11,3.6923076923076925,2.6923076923076925,0.0,1.0,0.0,1.4791666666666667
422,MON,1988,17,0,0.3333333333333333,0.1111111111111111,14,54,39,12,3.857142857142857,2.7857142857142856,0.00980392156862745,1.25,0.125,1.4259259259259258
423,MON,1992,18,0,0.5,0.25,15,55,42,12,3.6666666666666665,2.8,0.018867924528301886,-0.5,-0.7777777777777778,1.4545454545454546
424,MON,1996,19,0,0.6666666666666666,0.25,16,56,43,12,3.5,2.6875,0.02727272727272727,-0.25,0.5,1.4464285714285714
432,ISR,1952,0,0,0.0,0.17585848074921953,1,25,17,5,25.0,17.0,0.12903225806451613,0.0,0.0,1.24
433,ISR,1956,1,0,0.3333333333333333,0.3333333333333333,2,27,19,5,13.5,9.5,0.14705882352941177,-0.88,-0.88,1.2222222222222223
434,ISR,1960,2,0,0.043478260869565216,0.04631379962192816,3,49,38,9,16.333333333333332,12.666666666666666,0.3,-0.08,6.666666666666667,1.5918367346938775
435,ISR,1964,3,0,0.3,0.08875739644970415,4,56,41,9,14.0,10.25,0.2903225806451613,-0.6,-0.5652173913043478,1.5714285714285714
436,ISR,1968,4,0,0.10344827586206896,0.20841551610782386,5,82,57,10,16.4,11.4,0.25757575757575757,0.16,1.9,1.5121951219512195
437,ISR,1972,5,0,0.2857142857142857,0.07958477508650517,6,92,64,12,15.333333333333334,10.666666666666666,0.2550335570469799,-0.44,-0.5172413793103449,1.4782608695652173
438,ISR,1976,6,0,0.038461538461538464,0.21280276816609,7,117,73,13,16.714285714285715,10.428571428571429,0.2185792349726776,0.04,0.8571428571428571,1.4444444444444444
439,ISR,1980,7,0,0.0,0.0,7,117,73,13,16.714285714285715,10.428571428571429,0.2185792349726776,0.04,0.8571428571428571,1.4444444444444444
440,ISR,1984,8,0,0.0625,0.02437869822485207,8,147,91,16,18.375,11.375,0.23790322580645162,0.28,0.23076923076923078,1.5782312925170068
441,ISR,1988,9,0,0.2222222222222222,0.058263971462544584,9,161,99,17,17.88888888888889,11.0,0.24187725631768953,-0.28,-0.4375,1.5776397515527951
442,ISR,1992,10,1,0.13333333333333333,0.024793388429752067,10,187,114,17,18.7,11.4,0.2367601246105919,0.2,0.6666666666666666,1.572192513368984
443,URU,1924,0,1,0.0,0.17874999999999996,1,26,11,4,26.0,11.0,0.0,0.0,0.0,1.5384615384615385
444,SWE,1896,0,0,0.0,0.20000000000000004,1,1,5,2,1.0,5.0,0.0,0.0,0.0,5.0
445,SWE,1900,1,1,0.0,0.07270233196159122,2,11,17,5,5.5,8.5,0.0,9.0,9.0,2.909090909090909
446,SRI,1948,0,0,0.0,0.12000000000000002,1,7,9,2,7.0,9.0,0.0,0.0,0.0,1.4285714285714286
447,SRI,1952,1,0,0.2,0.14285714285714285,2,11,14,4,5.5,7.0,0.0,-0.2857142857142857,-0.2857142857142857,1.4545454545454546
448,SRI,1956,2,0,0.3333333333333333,0.3333333333333333,3,13,14,4,4.333333333333333,4.666666666666667,0.0,-0.5714285714285714,-0.4,1.3846153846153846
449,SRI,1960,3,0,0.0,0.20000000000000004,4,18,18,5,4.5,4.5,0.0,-0.2857142857142857,0.6666666666666666,1.2777777777777777
450,SRI,1964,4,0,0.0,0.18367346938775508,5,24,22,7,4.8,4.4,0.0,-0.14285714285714285,0.2,1.25
451,SRI,1968,5,0,0.0,0.3333333333333333,6,27,24,8,4.5,4.0,0.0,-0.5714285714285714,-0.5,1.2222222222222223
452,SRI,1972,6,0,0.0,0.16666666666666669,7,31,26,8,4.428571428571429,3.7142857142857144,0.0,-0.42857142857142855,0.3333333333333333,1.2580645161290323
453,SRI,1976,7,0,0.0,0.0,7,31,26,8,4.428571428571429,3.7142857142857144,0.0,-0.42857142857142855,0.3333333333333333,1.2580645161290323
454,SRI,1980,8,0,0.0,1.0,8,35,27,8,4.375,3.375,0.0,-0.42857142857142855,0.0,1.2285714285714286
455,SRI,1984,9,0,0.0,0.22222222222222227,9,39,30,9,4.333333333333333,3.3333333333333335,0.0,-0.42857142857142855,0.0,1.2564102564102564
456,SRI,1988,10,0,0.3333333333333333,0.1111111111111111,10,43,35,9,4.3,3.5,0.06666666666666667,-0.14285714285714285,0.5,1.302325581395349
457,SRI,1992,11,0,0.09090909090909091,0.0625,11,53,46,10,4.818181818181818,4.181818181818182,0.15789473684210525,0.5714285714285714,0.8333333333333334,1.3584905660377358
458,SRI,1996,12,0,0.2222222222222222,0.12396694214876033,12,60,48,10,5.0,4.0,0.20689655172413793,0.2857142857142857,-0.18181818181818182,1.35
460,ARM,1996,0,1,0.0,0.02908587257617728,1,32,36,11,32.0,36.0,0.05263157894736842,0.0,0.0,1.1875
461,CIV,1964,0,0,0.0,0.10000000000000003,1,9,10,2,9.0,10.0,0.0,0.0,0.0,1.1111111111111112
462,CIV,1968,1,0,0.4,0.2066115702479339,2,15,13,3,7.5,6.5,0.0,0.1111111111111111,0.1111111111111111,1.1333333333333333
463,CIV,1972,2,0,0.45454545454545453,0.18343195266272194,3,21,15,3,7.0,5.0,0.0,0.2222222222222222,0.1,1.2380952380952381
464,CIV,1976,3,0,0.25,0.19008264462809918,4,27,19,3,6.75,4.75,0.044444444444444446,-0.1111111111111111,-0.2727272727272727,1.2592592592592593
465,CIV,1980,4,0,0.0,0.0,4,27,19,3,6.75,4.75,0.044444444444444446,-0.1111111111111111,-0.2727272727272727,1.2592592592592593
466,CIV,1984,5,1,0.26666666666666666,0.09876543209876543,5,38,27,4,7.6,5.4,0.047619047619047616,0.6666666666666666,0.875,1.3157894736842106
467,KEN,1956,0,0,0.0,0.24661810613943808,1,25,10,4,25.0,10.0,0.03225806451612903,0.0,0.0,1.24
468,KEN,1960,1,0,0.3333333333333333,0.3044444444444444,2,43,18,5,21.5,9.0,0.01639344262295082,0.08,0.08,1.2325581395348837
469,KEN,1964,2,1,0.3783783783783784,0.17430101130279602,3,66,27,6,22.0,9.0,0.00980392156862745,0.48,0.37037037037037035,1.196969696969697
470,BEN,1972,0,0,0.0,0.3333333333333333,1,3,3,2,3.0,3.0,0.0,0.0,0.0,1.0
471,BEN,1976,1,0,0.0,0.0,1,3,3,2,3.0,3.0,0.0,0.0,0.0,1.0
472,BEN,1980,2,0,0.0,0.058823529411764705,2,19,18,2,9.5,9.0,0.05,4.333333333333333,4.333333333333333,1.0526315789473684
473,BEN,1984,3,0,0.3333333333333333,0.3333333333333333,3,21,18,2,7.0,6.0,0.043478260869565216,0.0,-0.8125,1.0476190476190477
474,BEN,1988,4,0,0.0,0.22000000000000008,4,28,22,3,7.0,5.5,0.09090909090909091,1.3333333333333333,1.3333333333333333,1.1428571428571428
475,BEN,1992,5,0,0.0,0.18367346938775508,5,34,24,4,6.8,4.8,0.125,1.0,-0.14285714285714285,1.1470588235294117
476,BEN,1996,6,0,0.6,0.38775510204081637,6,36,24,4,6.0,4.0,0.1276595744680851,0.6666666666666666,-0.16666666666666666,1.25
484,GBR,1896,0,1,0.0,0.06239999999999999,1,10,19,7,10.0,19.0,0.0,0.0,0.0,2.5
485,GHA,1952,0,0,0.0,0.2839506172839506,1,7,5,1,7.0,5.0,0.0,0.0,0.0,1.2857142857142858
486,GHA,1956,1,0,0.0,0.0,1,7,5,1,7.0,5.0,0.0,0.0,0.0,1.2857142857142858
487,GHA,1960,2,1,0.0,0.12000000000000001,2,20,14,2,10.0,7.0,0.0,0.8571428571428571,0.8571428571428571,1.2
488,SOM,1972,0,0,0.0,0.25,1,3,4,1,3.0,4.0,0.0,0.0,0.0,1.3333333333333333
489,SOM,1976,1,0,0.0,0.0,1,3,4,1,3.0,4.0,0.0,0.0,0.0,1.3333333333333333
490,SOM,1980,2,0,0.0,0.0,1,3,4,1,3.0,4.0,0.0,0.0,0.0,1.3333333333333333
491,SOM,1984,3,0,0.14285714285714285,0.18518518518518517,2,9,7,1,4.5,3.5,0.0,1.3333333333333333,1.3333333333333333,1.4444444444444444
492,SOM,1988,4,0,0.8,0.28,3,10,7,1,3.3333333333333335,2.3333333333333335,0.0,0.6666666666666666,-0.2857142857142857,1.6
493,SOM,1992,5,0,0.0,0.0,3,10,7,1,3.3333333333333335,2.3333333333333335,0.0,0.6666666666666666,-0.2857142857142857,1.6
494,SOM,1996,6,0,0.5,0.25,4,12,7,1,3.0,1.75,0.0,0.3333333333333333,-0.2,1.5
502,NIG,1964,0,0,0.0,1.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
503,NIG,1968,1,0,0.5,0.5,2,2,3,1,1.0,1.5,0.0,1.0,1.0,1.5
504,NIG,1972,2,1,0.25,0.25,3,5,5,1,1.6666666666666667,1.6666666666666667,0.0,3.0,1.0,1.2
505,MLI,1964,0,0,0.0,0.5,1,2,2,1,2.0,2.0,0.0,0.0,0.0,1.0
506,MLI,1968,1,0,0.0,0.5,2,4,4,2,2.0,2.0,0.0,0.0,0.0,1.0
507,MLI,1972,2,0,0.3333333333333333,0.3333333333333333,3,6,6,3,2.0,2.0,0.0,0.5,0.5,1.0
508,MLI,1976,3,0,0.0,0.0,3,6,6,3,2.0,2.0,0.0,0.5,0.5,1.0
509,MLI,1980,4,0,0.14285714285714285,0.14285714285714285,4,12,11,3,3.0,2.75,0.07142857142857142,2.5,1.3333333333333333,1.0
510,MLI,1984,5,0,0.25,0.20000000000000004,5,15,15,3,3.0,3.0,0.05263157894736842,1.0,-0.42857142857142855,1.1333333333333333
511,MLI,1988,6,0,0.0,0.125,6,21,19,3,3.5,3.1666666666666665,0.1111111111111111,2.0,0.5,1.1904761904761905
512,MLI,1992,7,0,0.2,0.16666666666666669,7,25,20,3,3.5714285714285716,2.857142857142857,0.15151515151515152,1.5,-0.16666666666666666,1.16
513,MLI,1996,8,0,0.3333333333333333,0.25,8,27,22,3,3.375,2.75,0.1891891891891892,0.5,-0.4,1.1481481481481481
521,AFG,1936,0,0,0.0,0.671875,1,15,4,2,15.0,4.0,0.0,0.0,0.0,1.0666666666666667
522,AFG,1948,3,0,0.0,0.5072000000000001,2,37,5,3,18.5,2.5,0.0,0.4666666666666667,0.4666666666666667,1.027027027027027
523,AFG,1952,4,0,0.0,0.0,2,37,5,3,18.5,2.5,0.0,0.4666666666666667,0.4666666666666667,1.027027027027027
524,AFG,1956,5,0,0.5,1.0,3,43,5,3,14.333333333333334,1.6666666666666667,0.0,-0.2,-0.45454545454545453,1.0232558139534884
525,AFG,1960,6,0,0.0,0.109375,4,55,17,4,13.75,4.25,0.0,-0.2,0.0,1.0909090909090908
526,AFG,1964,7,0,0.125,0.125,5,62,21,4,12.4,4.2,0.0,-0.4666666666666667,-0.3333333333333333,1.0806451612903225
527,AFG,1968,8,0,0.2,0.20000000000000004,6,66,21,4,11.0,3.5,0.0,-0.6666666666666666,-0.375,1.0757575757575757
528,AFG,1972,9,0,0.625,0.125,7,69,21,4,9.857142857142858,3.0,0.0,-0.4666666666666667,0.6,1.1159420289855073
529,AFG,1976,10,0,0.0,0.0,7,69,21,4,9.857142857142858,3.0,0.0,-0.4666666666666667,0.6,1.1159420289855073
530,AFG,1980,11,0,0.0,0.09090909090909091,8,80,25,5,10.0,3.125,0.0,-0.26666666666666666,0.375,1.1
531,AFG,1984,12,0,0.0,0.0,8,80,25,5,10.0,3.125,0.0,-0.26666666666666666,0.375,1.1
532,AFG,1988,13,0,0.0,0.20000000000000004,9,85,25,5,9.444444444444445,2.7777777777777777,0.0,-0.6666666666666666,-0.5454545454545454,1.0941176470588236
533,AFG,1992,14,0,0.0,0.0,9,85,25,5,9.444444444444445,2.7777777777777777,0.0,-0.6666666666666666,-0.5454545454545454,1.0941176470588236
534,AFG,1996,15,0,0.0,0.5,10,87,26,5,8.7,2.6,0.0,-0.8666666666666667,-0.6,1.0919540229885059
538,POL,1912,0,0,0.0,1.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
539,POL,1920,2,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
540,POL,1924,3,1,0.0,0.04080000000000002,2,66,39,11,33.0,19.5,0.009900990099009901,64.0,64.0,1.5303030303030303
541,CRC,1936,0,0,0.0,1.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
542,CRC,1948,3,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
543,CRC,1952,4,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
544,CRC,1956,5,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
545,CRC,1960,6,0,0.0,0.0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
546,CRC,1964,7,0,0.0,1.0,2,3,2,2,1.5,1.0,0.0,1.0,1.0,1.0
547,CRC,1968,8,0,0.0,0.07818930041152262,3,21,20,8,7.0,6.666666666666667,0.1,17.0,8.0,1.4285714285714286
548,CRC,1972,9,0,0.6666666666666666,0.25,4,22,21,8,5.5,5.25,0.08823529411764706,2.0,-0.8333333333333334,1.4090909090909092
549,CRC,1976,10,0,0.2,0.12000000000000002,5,26,27,9,5.2,5.4,0.18181818181818182,4.0,0.6666666666666666,1.5
550,CRC,1980,11,0,0.10344827586206896,0.20818115412710012,6,52,37,10,8.666666666666666,6.166666666666667,0.14814814814814814,28.0,4.8,1.3653846153846154
551,CRC,1984,12,0,0.2857142857142857,0.296875,7,72,44,10,10.285714285714286,6.285714285714286,0.11504424778761062,27.0,-0.034482758620689655,1.3472222222222223
552,CRC,1988,13,1,0.125,0.07070707070707072,8,86,54,10,10.75,6.75,0.22602739726027396,15.0,-0.42857142857142855,1.5
553,PAN,1928,0,0,0.0,0.5,1,1,2,1,1.0,2.0,0.0,0.0,0.0,2.0
554,PAN,1932,1,0,0.0,0.0,1,1,2,1,1.0,2.0,0.0,0.0,0.0,2.0
