,NOC,Year,duration,event,total_appearances,total_athletes,unique_events,unique_sports,athletes_per_games,events_per_games,last_HHI,last_athletes_count,last_unique_events,last_unique_sports,last_female_ratio,last_veteran_ratio,athlete_growth_rate,event_growth_rate,historical_events_per_athlete,athlete_per_event
178,LBA,1996,7,0,4,41,27,7,10.25,6.75,0.20000000000000004,5,5,4,0.0,0.0,9.013409961685824,6.083333333333333,1.2439024390243902,1.0
179,LBA,2000,8,0,5,46,28,7,9.2,5.6,0.20000000000000004,5,5,2,0.0,0.0,6.760057471264368,4.5625,1.2173913043478262,1.0
180,LBA,2004,9,0,6,48,29,8,8.0,4.833333333333333,0.3333333333333333,3,3,3,0.0,0.3333333333333333,5.328045977011494,3.5700000000000003,1.2083333333333333,1.0
181,LBA,2008,10,0,7,55,35,8,7.857142857142857,5.0,0.125,8,8,5,0.25,0.125,4.717816091954023,3.252777777777778,1.2,1.0
182,LBA,2012,11,0,8,59,37,8,7.375,4.625,0.16666666666666669,6,6,4,0.3333333333333333,0.3333333333333333,4.008128078817734,2.7523809523809524,1.2033898305084745,1.0
183,LBA,2016,12,0,9,61,39,8,6.777777777777778,4.333333333333333,0.25,4,4,3,0.25,0.5,3.4654454022988506,2.3666666666666667,1.2131147540983607,1.0
184,LBA,2020,13,0,10,68,42,10,6.8,4.2,0.14285714285714285,7,7,6,0.14285714285714285,0.0,3.163729246487867,2.187037037037037,1.1911764705882353,1.0
185,LBA,2024,14,0,11,72,46,10,6.545454545454546,4.181818181818182,0.25,4,4,4,0.25,0.0,2.8044991789819376,1.9254761904761906,1.1805555555555556,1.0
186,BEL,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
187,DJI,1984,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
188,DJI,1988,1,1,1,3,1,1,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,0.0,1.0,3.0
189,PLE,1996,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190,PLE,2000,1,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
191,PLE,2004,2,0,2,3,3,2,1.5,1.5,0.5,2,2,2,0.5,0.0,1.0,1.0,1.0,1.0
192,PLE,2008,3,0,3,6,6,2,2.0,2.0,0.3333333333333333,3,3,2,0.3333333333333333,0.0,0.75,0.75,1.0,1.0
193,PLE,2012,4,0,4,10,9,2,2.5,2.25,0.25,4,4,2,0.5,0.0,0.611111111111111,0.611111111111111,1.0,1.0
194,PLE,2016,5,0,5,15,12,3,3.0,2.4,0.20000000000000004,5,5,3,0.4,0.0,0.5208333333333333,0.5208333333333333,1.0,1.0
195,PLE,2020,6,0,6,20,17,4,3.3333333333333335,2.8333333333333335,0.16666666666666669,6,6,4,0.3333333333333333,0.16666666666666666,0.45666666666666667,0.45666666666666667,1.05,1.0
196,PLE,2024,7,0,7,25,22,5,3.5714285714285716,3.142857142857143,0.20000000000000004,5,5,4,0.4,0.0,0.3527777777777778,0.3527777777777778,1.04,1.0
197,COM,1996,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
198,COM,2000,1,0,1,4,4,1,4.0,4.0,0.25,4,4,1,0.25,0.0,0.0,0.0,1.0,1.0
199,COM,2004,2,0,2,5,5,1,2.5,2.5,0.5,2,2,1,0.5,0.5,-0.5,-0.5,1.2,1.0
200,COM,2008,3,0,3,7,7,2,2.3333333333333335,2.3333333333333335,0.3333333333333333,3,3,2,0.3333333333333333,0.3333333333333333,0.0,0.0,1.1428571428571428,1.0
201,COM,2012,4,0,4,10,8,3,2.5,2.0,0.3333333333333333,3,3,2,0.3333333333333333,0.0,0.0,0.0,1.1,1.0
202,COM,2016,5,0,5,12,10,3,2.4,2.0,0.3333333333333333,3,3,2,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0833333333333333,1.0
203,COM,2020,6,0,6,15,11,3,2.5,1.8333333333333333,0.25,4,4,2,0.5,0.25,0.06666666666666665,0.06666666666666665,1.0666666666666667,1.0
204,COM,2024,7,0,7,18,14,4,2.5714285714285716,2.0,0.3333333333333333,3,3,2,0.3333333333333333,0.0,0.013888888888888876,0.013888888888888876,1.0555555555555556,1.0
205,KAZ,1996,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
206,BRU,1996,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
207,BRU,2000,1,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
208,BRU,2004,2,0,2,2,2,2,1.0,1.0,0.5,2,2,2,0.0,0.5,1.0,1.0,1.0,1.0
209,BRU,2012,4,0,3,3,3,2,1.0,1.0,1.0,1,1,1,0.0,0.0,0.25,0.25,1.0,1.0
210,BRU,2016,5,0,4,6,6,3,1.5,1.5,0.3333333333333333,3,3,2,0.3333333333333333,0.0,0.8333333333333334,0.8333333333333334,1.0,1.0
211,BRU,2020,6,0,5,9,8,4,1.8,1.6,0.3333333333333333,3,3,2,0.3333333333333333,0.0,0.625,0.625,1.0,1.0
212,BRU,2024,7,0,6,11,10,4,1.8333333333333333,1.6666666666666667,0.5,2,2,2,0.0,0.0,0.4333333333333333,0.4333333333333333,1.0,1.0
213,IND,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
214,KSA,1972,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
215,KSA,1976,1,0,1,10,11,1,10.0,11.0,0.1326530612244898,10,11,1,0.0,0.0,0.0,0.0,1.4,0.9090909090909091
216,KSA,1984,3,0,2,23,16,1,11.5,8.0,0.11911357340720222,14,13,1,0.0,0.07142857142857142,0.3999999999999999,0.18181818181818188,1.434782608695652,1.0769230769230769
217,KSA,1988,4,0,3,60,27,6,20.0,9.0,0.1757369614512472,37,11,5,0.0,0.0,1.0214285714285714,0.013986013986014012,1.25,3.3636363636363638
218,KSA,1992,5,0,4,68,30,6,17.0,7.5,0.08875739644970415,9,12,3,0.0,0.1111111111111111,0.42870012870012864,0.03962703962703962,1.2941176470588236,0.75
219,KSA,1996,6,0,5,76,38,8,15.2,7.6,0.10034602076124567,9,13,5,0.0,0.1111111111111111,0.3215250965250965,0.05055361305361303,1.368421052631579,0.6923076923076923
220,KSA,2000,7,1,6,101,42,10,16.833333333333332,7.0,0.23183391003460213,29,13,5,0.0,0.13793103448275862,0.7016645216645216,0.04044289044289042,1.3564356435643565,2.230769230769231
221,SYR,1948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
222,SYR,1968,5,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
223,SYR,1972,6,0,2,3,3,2,1.5,1.5,0.5,2,2,1,0.0,0.0,1.0,1.0,1.0,1.0
224,SYR,1980,8,0,3,8,7,4,2.6666666666666665,2.3333333333333335,0.28,5,4,3,0.2,0.0,1.25,1.0,1.0,1.25
225,SYR,1984,9,1,4,75,56,8,18.75,14.0,0.0565364015076374,67,55,7,0.04225352112676056,0.0,4.966666666666667,4.916666666666667,1.0533333333333332,1.2181818181818183
226,MDV,1988,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
227,MDV,1992,1,0,1,7,5,1,7.0,5.0,0.2839506172839506,7,5,1,0.0,0.0,0.0,0.0,1.2857142857142858,1.4
228,MDV,1996,2,0,2,12,9,2,6.0,4.5,0.14,7,8,2,0.1,0.2857142857142857,0.0,0.6000000000000001,1.5,0.875
229,MDV,2000,3,0,3,15,12,2,5.0,4.0,0.25925925925925924,6,6,2,0.1111111111111111,0.5,-0.07142857142857145,0.17500000000000004,1.7333333333333334,1.0
230,MDV,2004,4,0,4,18,13,2,4.5,3.25,0.25,4,4,2,0.5,0.25,-0.15873015873015875,0.005555555555555573,1.6111111111111112,1.0
231,MDV,2008,5,0,5,21,14,2,4.2,2.8,0.25,4,4,2,0.5,0.25,-0.11904761904761907,0.00416666666666668,1.5238095238095237,1.0
232,MDV,2012,6,0,6,24,14,2,4.0,2.3333333333333335,0.25,4,4,2,0.5,0.25,-0.09523809523809526,0.0033333333333333435,1.4583333333333333,1.0
233,MDV,2016,7,0,7,28,15,3,4.0,2.142857142857143,0.20000000000000004,5,5,3,0.4,0.2,-0.03769841269841271,0.04444444444444445,1.4285714285714286,1.0
234,MDV,2020,8,0,8,30,17,3,3.75,2.125,0.25,4,4,2,0.5,0.5,-0.0608843537414966,0.009523809523809537,1.4666666666666666,1.0
235,MDV,2024,9,0,9,33,21,3,3.6666666666666665,2.3333333333333335,0.25,4,4,3,0.5,0.25,-0.05327380952380953,0.008333333333333345,1.4545454545454546,1.0
236,ETH,1956,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
237,ETH,1960,1,1,1,12,10,2,12.0,10.0,0.11111111111111112,12,10,2,0.0,0.0,0.0,0.0,2.5,1.2
238,UAE,1984,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
239,UAE,1988,1,0,1,7,8,1,7.0,8.0,0.19008264462809918,7,8,1,0.0,0.0,0.0,0.0,1.5714285714285714,0.875
240,UAE,1992,2,0,2,18,23,3,9.0,11.5,0.08024691358024692,12,15,2,0.0,0.08333333333333333,0.7142857142857142,0.875,2.611111111111111,0.8
241,UAE,1996,3,0,3,26,25,3,8.666666666666666,8.333333333333334,0.07407407407407408,13,19,3,0.0,0.38461538461538464,0.3988095238095237,0.5708333333333333,2.576923076923077,0.6842105263157895
242,UAE,2000,4,0,4,30,27,4,7.5,6.75,0.25,4,4,4,0.0,0.0,0.035103785103785055,0.11739766081871343,2.3666666666666667,1.0
243,UAE,2004,5,1,5,34,30,4,6.8,6.0,0.20000000000000004,4,5,3,0.0,0.0,0.02632783882783879,0.15054824561403507,2.235294117647059,0.8
244,YAR,1984,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
245,YAR,1988,1,0,1,2,3,1,2.0,3.0,0.3333333333333333,2,3,1,0.0,0.0,0.0,0.0,1.5,0.6666666666666666
246,INA,1952,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
247,INA,1956,1,0,1,3,3,3,3.0,3.0,0.3333333333333333,3,3,3,0.0,0.0,0.0,0.0,1.0,1.0
248,INA,1960,2,0,2,25,13,6,12.5,6.5,0.3159722222222221,22,11,6,0.08333333333333333,0.0,6.333333333333333,2.6666666666666665,1.08,2.0
249,INA,1968,4,0,3,46,24,9,15.333333333333334,8.0,0.08367626886145403,22,17,8,0.07407407407407407,0.045454545454545456,3.1666666666666665,1.606060606060606,1.1521739130434783,1.2941176470588236
250,INA,1972,5,0,4,52,26,9,13.0,6.5,0.22222222222222227,6,5,2,0.0,0.0,1.8686868686868685,0.8354129530600117,1.1346153846153846,1.2
251,INA,1976,6,0,5,57,32,11,11.4,6.4,0.14285714285714285,6,7,5,0.5714285714285714,0.16666666666666666,1.4015151515151514,0.7265597147950088,1.1578947368421053,0.8571428571428571
252,INA,1984,8,0,6,63,36,11,10.5,6.0,0.09090909090909091,7,11,5,0.2727272727272727,0.14285714285714285,1.1545454545454545,0.6955334861217214,1.1904761904761905,0.6363636363636364
253,INA,1988,9,1,7,78,43,11,11.142857142857142,6.142857142857143,0.08128544423440454,16,16,6,0.17391304347826086,0.0625,1.1764069264069263,0.6553688141923436,1.2435897435897436,1.0
254,PHI,1924,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
255,PHI,1928,1,1,1,1,2,1,1.0,2.0,0.5,1,2,1,0.0,0.0,0.0,0.0,2.0,0.5
256,SGP,1948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
257,SGP,1952,1,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
258,SGP,1956,2,0,2,6,8,3,3.0,4.0,0.14285714285714285,5,7,3,0.2857142857142857,0.0,4.0,6.0,1.3333333333333333,0.7142857142857143
259,SGP,1960,3,1,3,54,18,7,18.0,6.0,0.19230769230769224,48,13,6,0.057692307692307696,0.0,6.3,3.428571428571429,1.1111111111111112,3.6923076923076925
260,UZB,1996,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
261,KGZ,1996,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
262,KGZ,2000,1,1,1,33,39,9,33.0,39.0,0.03737985048059809,33,39,9,0.18867924528301888,0.0,0.0,0.0,1.606060606060606,0.8461538461538461
263,TJK,1996,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
264,TJK,2000,1,0,1,8,8,5,8.0,8.0,0.125,8,8,5,0.25,0.0,0.0,0.0,1.0,1.0
265,TJK,2004,2,0,2,11,11,6,5.5,5.5,0.25,4,4,2,0.5,0.25,-0.5,-0.5,1.0,1.0
266,TJK,2008,3,1,3,19,19,8,6.333333333333333,6.333333333333333,0.1111111111111111,9,9,5,0.4444444444444444,0.1111111111111111,0.375,0.375,1.0,1.0
267,EUN,1992,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
268,JPN,1912,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
269,JPN,1920,2,1,1,2,4,1,2.0,4.0,0.25,2,4,1,0.0,0.0,0.0,0.0,2.0,0.5
270,CGO,1964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
271,CGO,1972,2,0,1,2,2,1,2.0,2.0,0.5,2,2,1,0.0,0.0,0.0,0.0,1.0,1.0
272,CGO,1980,4,0,2,8,6,1,4.0,3.0,0.3125,6,5,1,0.0,0.0,2.0,1.5,1.25,1.2
273,CGO,1984,5,0,3,28,12,3,9.333333333333334,4.0,0.3536000000000001,23,8,3,0.56,0.13043478260869565,2.416666666666667,1.05,1.1428571428571428,2.875
274,CGO,1988,6,0,4,34,18,4,8.5,4.5,0.14792899408284027,9,10,2,0.15384615384615385,0.3333333333333333,1.4082125603864737,0.7833333333333333,1.2647058823529411,0.9
275,CGO,1992,7,0,5,39,19,4,7.8,3.8,0.22000000000000008,7,7,1,0.3,0.2857142857142857,1.0006038647342996,0.5125,1.2820512820512822,1.0
276,CGO,1996,8,0,6,45,21,5,7.5,3.5,0.22000000000000008,7,7,2,0.1,0.14285714285714285,0.8004830917874397,0.41,1.3111111111111111,1.0
277,CGO,2000,9,0,7,50,23,5,7.142857142857143,3.2857142857142856,0.20000000000000004,5,5,3,0.4,0.0,0.6194501955371522,0.29404761904761906,1.28,1.0
278,CGO,2004,10,0,8,53,25,5,6.625,3.125,0.20000000000000004,5,5,3,0.4,0.4,0.530957310460416,0.2520408163265306,1.2830188679245282,1.0
279,CGO,2008,11,0,9,57,27,6,6.333333333333333,3.0,0.20000000000000004,5,5,4,0.6,0.2,0.464587646652864,0.22053571428571428,1.263157894736842,1.0
280,CGO,2012,12,0,10,61,30,7,6.1,3.0,0.20000000000000004,5,5,3,0.4,0.2,0.412966797024768,0.19603174603174603,1.2622950819672132,1.0
281,CGO,2016,13,0,11,66,30,7,6.0,2.727272727272727,0.18367346938775508,7,6,3,0.42857142857142855,0.2857142857142857,0.41167011732229125,0.19642857142857142,1.2424242424242424,1.1666666666666667
282,CGO,2020,14,0,12,74,34,7,6.166666666666667,2.8333333333333335,0.12000000000000002,10,9,5,0.3,0.2,0.41320660016312194,0.22402597402597405,1.2162162162162162,1.1111111111111112
283,CGO,2024,15,0,13,76,37,7,5.846153846153846,2.8461538461538463,0.3333333333333333,3,3,2,0.6666666666666666,0.3333333333333333,0.3204393834828618,0.1498015873015873,1.2236842105263157,1.0
284,SUI,1896,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
285,BRA,1900,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
286,BRA,1920,5,1,1,1,3,1,1.0,3.0,0.3333333333333333,1,3,1,0.0,0.0,0.0,0.0,3.0,0.3333333333333333
287,GDR,1968,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
288,MON,1920,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
289,MON,1924,1,0,1,4,6,2,4.0,6.0,0.18367346938775508,4,6,2,0.0,0.0,0.0,0.0,1.75,0.6666666666666666
290,MON,1928,2,0,2,10,10,5,5.0,5.0,0.25925925925925924,7,6,4,0.0,0.14285714285714285,0.75,0.0,1.6,1.1666666666666667
291,MON,1932,3,0,3,18,15,6,6.0,5.0,0.22222222222222227,10,8,4,0.0,0.2,0.5892857142857143,0.16666666666666663,1.3888888888888888,1.25
292,MON,1936,4,0,4,18,16,6,4.5,4.0,1.0,1,1,1,0.0,1.0,0.09285714285714286,-0.18055555555555558,1.4444444444444444,1.0
293,MON,1948,7,0,5,20,18,6,4.0,3.6,0.23966942148760328,8,5,2,0.0,0.75,1.8196428571428571,0.8645833333333333,1.7,1.6
294,MON,1952,8,0,6,20,18,6,3.3333333333333335,3.0,0.625,4,2,1,0.0,1.0,1.3557142857142856,0.5716666666666665,1.7,2.0
295,MON,1960,10,0,7,25,21,6,3.5714285714285716,3.0,0.18000000000000005,8,6,2,0.0,0.375,1.2964285714285715,0.8097222222222221,1.6,1.3333333333333333
296,MON,1964,11,0,8,33,24,7,4.125,3.0,0.17159763313609472,11,6,3,0.0,0.2727272727272727,1.1647959183673469,0.694047619047619,1.5151515151515151,1.8333333333333333
297,MON,1968,12,0,9,34,25,8,3.7777777777777777,2.7777777777777777,1.0,1,1,1,0.0,0.0,0.9055600649350649,0.503125,1.5,1.0
298,MON,1972,13,0,10,35,26,8,3.5,2.6,1.0,2,1,1,0.0,0.5,0.9160533910533909,0.44722222222222224,1.5142857142857142,2.0
299,MON,1976,14,0,11,38,28,8,3.4545454545454546,2.5454545454545454,0.28,5,4,2,0.0,0.4,0.9744480519480518,0.7025,1.5,1.25
300,MON,1984,16,0,12,41,31,9,3.4166666666666665,2.5833333333333335,0.20000000000000004,8,6,3,0.0,0.625,0.9404073199527744,0.6840909090909091,1.5365853658536586,1.3333333333333333
301,MON,1988,17,0,13,48,35,11,3.6923076923076925,2.6923076923076925,0.15625,8,7,5,0.0,0.125,0.8620400432900431,0.6409722222222223,1.4791666666666667,1.1428571428571428
302,MON,1992,18,0,14,54,39,12,3.857142857142857,2.7857142857142856,0.1111111111111111,9,9,7,0.1111111111111111,0.3333333333333333,0.8053446553446553,0.6136446886446887,1.4259259259259258,1.0
303,MON,1996,19,0,15,55,42,12,3.6666666666666665,2.8,0.25,2,4,2,0.25,0.5,0.6922644815501957,0.5301303854875284,1.4545454545454546,0.5
304,MON,2000,20,0,16,56,43,12,3.5,2.6875,0.25,3,4,3,0.25,0.6666666666666666,0.6794468494468494,0.49478835978835983,1.4464285714285714,0.75
305,MON,2004,21,0,17,58,44,13,3.411764705882353,2.588235294117647,0.25,4,4,4,0.25,0.5,0.6578147546897547,0.46386408730158735,1.4310344827586208,1.0
306,MON,2008,22,0,18,60,44,13,3.3333333333333335,2.4444444444444446,0.3333333333333333,3,3,3,0.3333333333333333,0.3333333333333333,0.604413886766828,0.42187208216619987,1.4166666666666667,1.0
307,MON,2012,23,0,19,63,46,13,3.3157894736842106,2.4210526315789473,0.20000000000000004,5,5,5,0.2,0.4,0.6078723745390412,0.4354717813051147,1.3968253968253967,1.0
308,MON,2016,24,0,20,67,49,14,3.35,2.45,0.16666666666666669,6,6,6,0.16666666666666666,0.3333333333333333,0.5864054074580389,0.4230785296574771,1.373134328358209,1.0
309,MON,2020,25,0,21,68,54,14,3.238095238095238,2.5714285714285716,0.125,3,8,3,0.0,0.6666666666666666,0.532085137085137,0.41859126984126993,1.4411764705882353,0.375
310,MON,2024,26,0,22,74,60,15,3.3636363636363638,2.727272727272727,0.16666666666666669,6,6,5,0.5,0.0,0.55436679722394,0.386753590325019,1.4054054054054055,1.0
311,ISR,1952,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
312,ISR,1956,1,0,1,25,17,5,25.0,17.0,0.17585848074921953,25,17,5,0.12903225806451613,0.0,0.0,0.0,1.24,1.4705882352941178
313,ISR,1960,2,0,2,27,19,5,13.5,9.5,0.3333333333333333,3,3,3,0.3333333333333333,0.3333333333333333,-0.88,-0.8235294117647058,1.2222222222222223,1.0
314,ISR,1964,3,0,3,49,38,9,16.333333333333332,12.666666666666666,0.04631379962192816,23,28,7,0.41304347826086957,0.043478260869565216,2.8933333333333335,3.754901960784314,1.5918367346938775,0.8214285714285714
315,ISR,1968,4,0,4,56,41,9,14.0,10.25,0.08875739644970415,10,12,3,0.23076923076923078,0.3,1.7404830917874399,2.312791783380019,1.5714285714285714,0.8333333333333334
316,ISR,1972,5,0,5,82,57,10,16.4,11.4,0.20841551610782386,29,20,4,0.1794871794871795,0.10344827586206896,1.78036231884058,1.901260504201681,1.5121951219512195,1.45
317,ISR,1976,6,0,6,92,64,12,15.333333333333334,10.666666666666666,0.07958477508650517,14,14,7,0.23529411764705882,0.2857142857142857,1.320841579210395,1.4610084033613449,1.4782608695652173,1.0
318,ISR,1984,8,0,7,117,73,13,16.714285714285715,10.428571428571429,0.21280276816609,26,19,10,0.058823529411764705,0.038461538461538464,1.2435584588658053,1.27703081232493,1.4444444444444444,1.368421052631579
319,ISR,1988,9,0,8,147,91,16,18.375,11.375,0.02437869822485207,32,46,11,0.2923076923076923,0.0625,1.0988742834234375,1.2976053579326468,1.5782312925170068,0.6956521739130435
320,ISR,1992,10,1,9,161,99,17,17.88888888888889,11.0,0.058263971462544584,18,20,8,0.27586206896551724,0.2222222222222222,0.9068274979955078,1.0647525142780225,1.5776397515527951,0.9
321,URU,1924,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
322,SWE,1896,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
323,SWE,1900,1,1,1,1,5,2,1.0,5.0,0.20000000000000004,1,5,2,0.0,0.0,0.0,0.0,5.0,0.2
324,SRI,1948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
325,SRI,1952,1,0,1,7,9,2,7.0,9.0,0.12000000000000002,7,9,2,0.0,0.0,0.0,0.0,1.4285714285714286,0.7777777777777778
326,SRI,1956,2,0,2,11,14,4,5.5,7.0,0.14285714285714285,5,7,4,0.0,0.2,-0.2857142857142857,-0.2222222222222222,1.4545454545454546,0.7142857142857143
327,SRI,1960,3,0,3,13,14,4,4.333333333333333,4.666666666666667,0.3333333333333333,3,3,2,0.0,0.3333333333333333,-0.34285714285714286,-0.3968253968253968,1.3846153846153846,1.0
328,SRI,1964,4,0,4,18,18,5,4.5,4.5,0.20000000000000004,5,5,4,0.0,0.0,-0.006349206349206327,-0.04232804232804229,1.2777777777777777,1.0
329,SRI,1968,5,0,5,24,22,7,4.8,4.4,0.18367346938775508,6,6,4,0.0,0.0,0.045238095238095244,0.018253968253968272,1.25,1.0
330,SRI,1972,6,0,6,27,24,8,4.5,4.0,0.3333333333333333,3,3,3,0.0,0.0,-0.0638095238095238,-0.08539682539682539,1.2222222222222223,1.0
331,SRI,1980,8,0,7,31,26,8,4.428571428571429,3.7142857142857144,0.16666666666666669,4,6,2,0.0,0.0,0.0023809523809523725,0.09550264550264552,1.2580645161290323,0.6666666666666666
332,SRI,1984,9,0,8,35,27,8,4.375,3.375,1.0,4,1,1,0.0,0.0,0.002040816326530605,-0.03718820861678004,1.2285714285714286,4.0
333,SRI,1988,10,0,9,39,30,9,4.333333333333333,3.3333333333333335,0.22222222222222227,4,5,3,0.0,0.0,0.0017857142857142794,0.46746031746031746,1.2564102564102564,0.8
334,SRI,1992,11,0,10,43,35,9,4.3,3.5,0.1111111111111111,6,9,3,0.4444444444444444,0.3333333333333333,0.057142857142857134,0.5044091710758377,1.302325581395349,0.6666666666666666
335,SRI,1996,12,0,11,53,46,10,4.818181818181818,4.181818181818182,0.0625,11,16,5,0.5,0.09090909090909091,0.13476190476190475,0.5317460317460317,1.3584905660377358,0.6875
336,SRI,2000,13,1,12,60,48,10,5.0,4.0,0.12396694214876033,9,9,3,0.5454545454545454,0.2222222222222222,0.10598189689098779,0.4436327561327561,1.35,1.0
337,ARM,1996,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
338,CIV,1964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
339,CIV,1968,1,0,1,9,10,2,9.0,10.0,0.10000000000000003,9,10,2,0.0,0.0,0.0,0.0,1.1111111111111112,0.9
340,CIV,1972,2,0,2,15,13,3,7.5,6.5,0.2066115702479339,10,7,2,0.0,0.4,0.11111111111111116,-0.30000000000000004,1.1333333333333333,1.4285714285714286
341,CIV,1976,3,0,3,21,15,3,7.0,5.0,0.18343195266272194,11,7,2,0.0,0.45454545454545453,0.10555555555555562,-0.15000000000000002,1.2380952380952381,1.5714285714285714
342,CIV,1984,5,1,4,27,19,3,6.75,4.75,0.19008264462809918,8,8,1,0.18181818181818182,0.25,-0.020538720538720485,-0.05238095238095242,1.2592592592592593,1.0
343,KEN,1956,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
344,KEN,1960,1,0,1,25,10,4,25.0,10.0,0.24661810613943808,25,10,4,0.03225806451612903,0.0,0.0,0.0,1.24,2.5
345,KEN,1964,2,1,2,43,18,5,21.5,9.0,0.3044444444444444,27,13,4,0.0,0.3333333333333333,0.08000000000000007,0.30000000000000004,1.2325581395348837,2.076923076923077
346,BEN,1972,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
347,BEN,1980,2,0,1,3,3,2,3.0,3.0,0.3333333333333333,3,3,2,0.0,0.0,0.0,0.0,1.0,1.0
348,BEN,1984,3,0,2,19,18,2,9.5,9.0,0.058823529411764705,16,17,2,0.058823529411764705,0.0,4.333333333333333,4.666666666666667,1.0526315789473684,0.9411764705882353
349,BEN,1988,4,0,3,21,18,2,7.0,6.0,0.3333333333333333,3,3,1,0.0,0.3333333333333333,1.7604166666666665,1.9215686274509807,1.0476190476190477,1.0
350,BEN,1992,5,0,4,28,22,3,7.0,5.5,0.22000000000000008,7,7,2,0.2,0.0,1.6180555555555554,1.7254901960784317,1.1428571428571428,1.0
351,BEN,1996,6,0,5,34,24,4,6.8,4.8,0.18367346938775508,6,6,2,0.2857142857142857,0.0,1.1778273809523807,1.258403361344538,1.1470588235294117,1.0
352,BEN,2000,7,0,6,36,24,4,6.0,4.0,0.38775510204081637,5,4,1,0.14285714285714285,0.6,0.9089285714285712,0.9400560224089638,1.25,1.25
